"","M10","M12","M14","M15","M16","M17","M18","M19","M2","M20","M21","M23","M24","M25","M26","M27","M28","M29","M3","M30","M31","M33","M35","M36","M37","M38","M39","M4","M40","M41","M43","M44","M45","M46","M47","M48","M5","M6","M7","M8","M9","P10","P12","P14","P15","P16","P17","P18","P19","P2","P20","P21","P23","P24","P25","P26","P27","P28","P29","P3","P30","P31","P33","P35","P36","P37","P38","P39","P4","P40","P41","P43","P44","P45","P46","P47","P48","P5","P6","P7","P8","P9"
"P25",-0.145582579073736,-0.215533684967879,-0.134188373341724,-0.099342014816,0.173297334939632,0.147313566978448,0.080951797143355,0.13244809527477,-0.119808257012401,0.0267081893497382,0.0115069259825934,0.0923838934790497,-0.0623197771876248,0.445138829009918,0.202592468191284,-0.178568641925259,-0.131473416672472,-0.151191094536086,-0.026824786399079,-0.0592290755724173,0.184524966544204,-0.265146449716093,-0.0304141198181985,0.0181919249236621,0.0879741041084843,0.172602801497029,0.0632424328472992,0.121238710611507,-0.0830407410150582,0.0829760421315056,-0.031569040454146,-0.181182552228999,0.101561989764299,0.120816693123952,0.228415923365192,-0.170069299077122,0.09964574422958,-0.0379215911145832,0.0206765019302347,0.103913746342809,-0.000610297151851995,-0.00823339152614426,0.122450276166194,-0.170363599567514,-0.0273316602403482,0.273968360337446,-0.0897786297744024,0.370527747518511,0.144169736793706,0.016326632192973,0.0107124446587599,0.253050215313137,0.0621688588506442,-0.161236537550957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P26",-0.0250102715260562,-0.0486725162964537,0.0213889035053031,0.0979463193693985,0.034907703819237,-0.0613205363497022,0.0103874754090761,0.155420605999673,0.000812737497612044,-0.00640005197227351,-0.0272247320854656,0.165217553676898,-0.0694123734140478,-0.0584790620043283,0.551008512151067,-0.0741189267498148,-0.0584822026607507,0.0435076822871447,-0.0322378589499748,0.0713378302840377,0.0573046556627789,-0.0911424032565793,0.22496241825673,-0.0233432825141622,0.0902072578404424,0.219763695978023,0.0204428090139248,0.188284092747274,-0.0615054310406833,0.0490293994039369,0.0447650547176352,-0.0893749154159539,0.111541670960466,-0.159503565367556,0.0142639686576234,-0.100766688735314,-0.0292491485128671,-0.212069107938391,0.0459236498727453,0.0219545682087668,0.0319270313176858,-0.114738184402769,-0.0630815947601521,-0.0358623284961904,-0.0457675335603622,0.112702825469652,-0.0791145131938537,-0.0823179691737497,0.0080128652316317,-0.0805016950782671,-0.148963182525087,-0.0382603438543205,0.112252151953049,-0.076741364712462,0.137680520760243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P27",0.0716588190153869,0.119016077107841,-0.172823773143127,-0.0144707749135817,0.0298568097323103,-0.140449862280109,-0.00356419754398991,-0.173623831050635,-0.138204377129236,-0.0609511627846302,0.0551026368483615,0.0397668552427244,-0.0406027343479238,0.0518992494786703,-0.149944973962733,0.469004389141965,-0.0643414485234124,-0.0632832583488048,0.00180938515226415,-0.0668623021824012,0.00371479067462367,0.0170502576734972,-0.0634583893082056,0.0128164788872958,-0.0541820330455083,0.0384438784941577,-0.0554117791320408,-0.0844386777829085,-0.0803538949842773,-0.0372787468875074,0.0262417766849066,0.109658713708764,0.106637354388603,-0.162549165606467,0.00905990914170099,0.0217819946531963,-0.0334636542316624,-0.0824271871701639,-0.14954297687894,-0.038194592365697,0.0727706008509543,-0.148849534705274,0.00283173226684975,-0.0620537961188383,0.0218975426282892,0.133225839117871,-0.120381138622798,-0.0623888057617027,-0.138448903459512,-0.0711074230752483,-0.107769265962044,-0.0261449054833442,-0.0638385263858767,0.0198488990066791,-0.109128425067895,-0.0275322563736515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P28",-0.0465628433139792,-0.0191426846994357,-0.0837396097738752,0.0637448230424111,-0.0542645916790679,0.0477313541806899,0.0729019717577828,0.0942077443897197,-0.125401492469984,0.10658802708437,0.0681675676215049,-0.0114148461691395,-0.0388162090256347,0.152198844463014,0.00134523487739638,0.104651597783604,0.573008765144864,0.145464047957953,0.122469191643982,0.0819135591960291,0.0993427660159061,0.100139541207225,0.0515697133501155,0.0875193179740611,0.00555782114888523,0.192414462980672,-0.0618413279051527,0.0979615783195345,0.0124911122573339,0.0614196903677695,0.108276664097398,0.113936593892987,0.0101630071340685,-0.0853842816507918,-0.0250659210437665,-0.010957271667436,0.156723303610601,-0.00851969307670638,0.000455026667959301,0.176083716536442,0.180429641745179,-0.0579083411455718,-0.0728913307487226,-0.0339910087671114,0.0073930097255624,-0.0202445452269836,-0.0487047012130664,-0.0149165509150621,0.0697397357363074,0.117618189213914,0.113142024958851,0.132091119383429,-0.0977504389034374,0.0742110526694273,0.0161478803063664,-0.00670100251096831,0.0617245222626088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P29",-0.029811862399181,0.0109305220146627,-0.124138378012456,0.120614221521388,0.0226061013002864,-0.0584045555841247,0.106303742997562,0.110066286042986,-0.0147537744877064,0.065700566433496,-0.123989594223842,0.0197771909912665,-0.123770497553879,0.100503424767372,-0.125680431092941,-0.038451406337552,0.0250968201954172,0.489915492355248,-0.0492491771637885,0.0095849022130669,0.0544004896181768,-0.0134655726034492,0.0316940906350265,-0.0755379568252964,0.0629349255463128,0.0699848567190827,0.0708356226392849,-0.04120477553398,-0.039851924523141,0.023702510460231,-0.0837233528017262,-0.0926816976414227,0.106041908008433,-0.126448457629966,0.0152609756507679,0.0137654528415201,0.0491230455931554,0.107729625459053,0.042982527321943,0.0847839400689196,0.0611348512933992,0.00292585425551561,0.0799021238569031,-0.0549329850822774,-0.0185754110286771,0.010999942295381,-0.115919576097408,0.0164082680818323,-0.0589519507072288,0.0130268319282271,-0.00941831684674838,0.0155181379237543,0.0365490380602844,-0.168431940959745,-0.0848020954602754,0.0581749311847569,0.216254510081549,0.0451496597194992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P3",-0.0824798552851289,0.123843837982983,0.0108707078957622,0.222415190620813,0.0206572538881315,0.000193414566016023,0.244494006505072,-0.0624757183918538,-0.0767002005370996,0.15555176212433,-0.0718117568662196,-0.0110704411866009,-0.00358106627323522,0.000620161566055719,-0.0203496344211742,0.0369090375212625,0.0435389024187205,0.0316696615921728,0.437790210363015,0.0663471590742437,0.18183406266149,0.0205357512191993,0.0901784168327103,-0.029512153912526,-0.0291281939247664,0.0223388565534549,0.0216184603672289,-0.0136220101318124,0.164737135062667,0.0160873248146195,0.0311596697238118,-0.100742920652541,0.077254401275104,0.0421103374378048,-0.0372396162654442,0.0593488162765733,-0.06045729336033,0.0579538482791546,-0.0310180085150456,0.0773666312347599,0.165527169713799,0.0640698727451914,-0.117344847617628,-0.0822648162530788,0.191545619495105,0.00619910415942092,-0.0152714583789946,-0.0079762644740494,-0.0576592192937309,-0.011964342395395,0.0634104826834061,-0.0217323168515214,-0.0170582822621337,-0.143650468789788,-0.162343131577358,-1.13995459477267e-05,0.0231810517765974,0.139358570909085,0.0949150759576514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P30",-0.122909896533781,0.0283469481503679,0.180111711494874,0.0176226795124981,0.101568328460599,0.0515816369986442,0.0972435158538511,0.0486981135738151,0.189059769956208,0.0169491857647324,0.190537669831316,-0.0395420329711596,-0.0471482395293451,0.079273872317676,-0.239829072293094,-0.0308386757709197,0.0252488840944624,-0.0121678377850048,0.128134017069344,0.512661577877948,0.000837780138126546,-0.0126959868900027,0.0993732875689561,-0.157828850624286,-0.0238337299959231,0.0878911976643322,-0.088223322428216,-0.140982891664363,0.164285537380373,0.239044346951281,-0.0267787152867808,0.0476081176691155,0.0282293048338651,-0.00650844295567102,-0.204941236730878,0.0710657228683744,0.166422461855587,0.0368299714848292,-0.00955029343926043,0.200814839324408,-0.1583395338909,-0.0163468265179668,0.0350322337465065,0.217476294405668,0.0577916500358692,-0.0601676389158689,0.141406174823424,0.0968773342446327,0.0354821033488693,0.115189105402237,0.0950328910428066,0.19327161328769,0.12285819705322,0.00360968620979384,0.0577692855764479,-0.05630844860099,-0.220810781479052,0.147934829167017,-0.0863318284407985,0.0609160756015031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P31",0.0651174531085697,0.0889423296228541,-0.15463414503534,0.0208148467062094,0.0753517419021022,-0.104401053443118,-0.0887049081859006,0.00160984819404633,-0.00628710748504101,-0.032224703245152,0.0711550790723916,0.031813210415617,0.131572256772232,0.0740726115288577,-0.176813537257587,0.037784970743415,0.0477382266896448,-0.0217089978340746,0.0126311889210947,0.0163168201725409,0.458544845970617,0.0178640104742062,0.0385923252326649,-0.0973823610827741,-0.0222476183851499,-0.056593167312906,0.0343275578952185,-0.145072883148747,-0.0271621460272734,0.076749332879537,0.094121683476417,-0.0575104188869226,0.195861777163969,-0.0946161583066866,0.004215965348785,-0.0748814574966119,0.00252028428957294,0.0252836934537408,-0.102165159321807,0.061087213429829,0.0766741872464257,-0.0499537326779923,-0.0769769671141707,-0.080638466762714,0.00376992559634229,-0.00828933701092997,-0.0256019211565391,-0.0235377608235312,0.0387345986739387,-0.116096220112667,-0.131497229180181,0.0242622063357559,-0.11346957873059,0.028978485131327,-0.117223693361688,-0.00426025784784865,0.139145803807258,0.0975560970865205,0.0754674845620843,0.128932482072342,-0.0859811521074075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P33",-0.0074821480828774,-0.0766832832500306,0.0243443529776172,0.00779641421815258,0.0958602891683379,0.0575527585153578,-0.0653077670575427,0.0906062776760266,0.0293621893395371,-0.0298787585896461,0.0557991677207596,-0.0255616608487737,0.0210115639291914,-0.0623127954854435,-0.132293733883874,0.0890197986470557,0.0476038009231505,0.0183092833842951,-0.0483153845191824,0.0487751064871432,-0.0792737179890278,0.532070898135294,0.110668429515762,-0.0540760841844574,0.0230197821849224,-0.0104351738216627,0.0945844245309489,-0.0486355500392006,-0.0881544879609648,0.00266773121410186,0.230368701806396,0.13856923368781,0.048877156994681,-0.0254376424555852,-0.13287782946391,0.0269993855611498,0.064965407616893,-0.0440091244573423,-0.0227739233326584,0.0372580091978143,0.0871527414675174,-0.128695719873306,-0.033705921227615,0.202681574318049,0.0278016082611162,0.136678588274076,0.014672703531228,-0.049664724669986,0.133417996016677,-0.0688060126414837,-0.00437273795487694,-0.037289392531677,0.0178264457984054,0.144138900853655,-0.150394106705259,-0.0665878159679995,0.0244475210945526,0.133176715411849,-0.107431741849115,-0.102598463311787,-0.00260436145753217,0.0594526286423122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P35",-0.024457403862421,-0.0897375615480966,0.10777444713758,-0.0318859162231184,0.0162112314908321,-0.110480312452857,0.0444860818278638,0.0782846621226958,0.00769047851374012,0.0270794478967921,-0.046827050342325,0.0755778702895176,-0.0676074388994164,-0.0355336704940661,-0.0153789041404802,-0.0222484207807192,-0.0390297186941426,-0.0504609569868121,-0.118893376818804,-0.0346500877490362,-0.00526990017707438,-0.124931675557634,0.493907456458087,-0.171101227930623,-0.0829866303527153,0.0774467257595192,-0.114402340607426,-0.0208193707211071,-0.0744740025656336,0.0229561819671907,0.0973275840623019,0.163933002138229,0.0686200195620191,-0.0124997794290782,-0.0582682709120966,-0.129003712766852,-0.0881456244719852,0.00274959199326753,0.12053537958171,0.0119384735657836,-0.0815704229706454,0.0913791180194161,-0.0309504343997807,0.0328515448783564,-0.132663178066813,0.0113174571492653,0.115311056946611,0.0730852204298217,-0.0035990750188942,0.103995642744167,0.0846126881925706,0.0589447034002975,0.0409426344463872,0.00734828550520466,-0.0105236548667453,0.235221204305631,-0.103056500370733,-0.0353342852932556,-0.0611966847089171,-0.063151445126361,0.10438181737571,0.0107552946334686,-0.0375511801612517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P36",-0.102550633029187,-0.179626561107199,0.0200220278667515,-0.0434798625313336,-0.00418551524240262,0.0861946919679474,0.0968228779168069,0.0575006086547097,0.0643801613240907,-0.0696043097818042,0.0103300005440935,-0.142134203624629,-0.0934947461252271,-0.215758463494163,-0.0439407257962746,-0.111171349341953,0.0538656441296333,0.0331607089117939,-0.080573856013981,-0.0593396726419282,-0.166537976220726,-0.0780218179675158,-0.0224224209356743,0.347451120632431,-0.100444722487772,0.122878103042883,0.0377225315335841,0.169073979743134,0.0878138516883404,-0.0388882121508667,0.0224210251558322,0.0526437222851042,-0.079568832293567,-0.11959071064382,0.094730277362731,-0.0568280502245578,-0.00430797524733828,0.0120151299725946,-0.036687833886315,-0.0515029526293213,-0.11767923608191,-0.171923894780479,0.0523491327653085,-0.062564415494045,-0.0397840211713299,0.00582781888541279,-0.0085796696872195,0.056094076698809,-0.0254503074148495,-0.230612134238797,0.116653359705838,0.120087543316435,-0.0347951172907637,-0.0123587410760114,0.0576328896122674,0.0229379854184041,-0.150073428327493,-0.029503458750049,0.00250787237650016,-0.0638637985048931,-0.0441125953217389,-0.280224181602553,-0.0147865717989587,0.000807689733729241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P37",0.143557890018554,-0.0460680845205881,-0.0747126516460042,0.0449830945324915,0.115814804642166,-0.00788984719006872,0.0221302841367286,0.0649507854083513,-0.123549569812354,0.115059310021052,0.0489660696719935,-0.0507698337644755,-0.0538175337111367,0.0254829065608691,0.0741956927090665,-0.0176533427141392,-0.0419547786885717,0.0304168534748311,0.127944415353132,-0.167588239677582,0.0407963088864682,-0.0244936868974654,-0.0532310053382623,-0.00285174830067417,0.411884985387642,-0.0210603431652947,0.0577705318226651,0.0445967309723578,0.0349359595993418,-0.108224038852063,-0.0874299268543503,-0.0323486664961671,-0.0035522369916764,0.126096788148958,0.0122673139271835,0.135360876649799,0.0571021430586882,0.00385311563190212,0.121238875632302,0.0942528199837403,-0.0288481215258568,0.0634791518812321,-0.0852958620383572,-0.0650661587503063,0.0257441297577721,0.184159460978359,-0.0606406838186283,0.0261063365810813,0.0882132621332155,-0.112385298200999,0.0421876599819029,0.0484304956667878,0.0604493281561161,-0.0930458542676675,0.0684275085352221,0.10269596923995,0.0497059215522304,-0.0346449649034977,0.0355771016341473,0.0358073023879616,-0.0703442705702405,0.0358965866910691,0.0648628744312143,-0.0265177247405893,-0.0340528540954538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P38",0.0445391982750889,0.0169567958918624,-0.0959619884885665,0.0407138979791561,0.112704769760078,0.11555006107415,0.00348170309815889,0.0366667699291371,0.0521037996835895,0.0271541315436307,-0.0106063899173531,-0.0576055657235246,-0.0413490577927945,0.084395647726387,0.118216600349512,0.0569117212134589,0.0906162303064477,0.00368574763163244,-0.0648686360855361,0.0982625129796148,-0.0519638413039422,0.107038486338782,0.0124956970977098,0.0455726855603042,0.0327463078578669,0.407012057489719,0.00939446720434146,0.0392913379963188,-0.0135137494588937,0.118724317571829,0.0618860006791052,0.18937959009251,0.13585048865975,-0.0163533465598982,0.101918470598141,0.0750202796640107,0.0629261317658501,0.087027858108949,-0.0316076734338705,-0.0746373925178662,0.0900544533186442,-0.139941375096308,-0.0122809896443121,0.0259808292452978,0.0303002557426412,0.208124606562009,0.0493270146055583,-0.0742249876506997,0.0266188117428595,-0.0374709480070325,-0.0646444387539719,-0.0549568074981337,-0.0407774739716197,0.0516743394454166,0.0285314043418205,0.174114687911329,0.111607117471509,0.156920848104177,0.0712340080353357,0.0244378828866072,-0.0500250696308488,0.0377729708579394,0.14967330421472,0.0435231398893078,-0.0454067048878144,0.0957079806328801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P39",0.0102591682870061,0.00254741055508442,0.116611126330803,0.0274549915060301,0.00873502648053321,0.0866615974520744,-0.161402344854867,0.153194364960772,0.0618932961860562,0.177278976002084,0.116200919520094,0.0539417913811709,0.0455510354746701,0.0863744103342668,-0.0279912776579422,-0.0419135100114137,0.0242656391563295,0.0170464705309282,0.0974967968442749,0.0182942776555489,-0.0898105150415926,0.0448756950426329,0.0668433970618475,-0.00554954359728418,0.0378959766353263,0.0155067703857924,0.562931991025015,0.0727500516074019,0.0760857100272002,-0.0378110034486952,0.0306754991358481,0.00212125812568732,-0.00330739725146553,0.122777804690596,-0.00842168476078843,0.149801339014324,0.119849917102464,-0.0932240063455122,0.228555386262436,0.0246551955953996,0.0785661398995244,0.107813581721635,-0.112198216091733,0.116940866281029,0.0109286629686873,-0.0284452255854424,-0.0180789940070643,-0.119626990610547,0.133911783933844,-0.121675597694114,-0.00531648582888036,0.0981479214031449,0.0379808249826531,-0.0545683307776405,0.0913195430990664,-0.044226790116792,0.0687879561477779,-0.0222137687122336,0.011040066559538,0.100063690276612,0.0531269038635131,0.0760750265226766,0.089199024425515,-0.0919341183872151,-0.0541537203428856,0.12243118762696,0.106603120059128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P4",-0.0660806396130283,0.00199316868011367,0.069844679261786,0.0936744560550054,0.141953875286689,0.0546791388942848,-0.144607457914204,0.128208538107114,-0.196859698555789,0.0707533800143708,0.107425088411089,0.015987656755785,-0.0522629575551729,0.0145582142719456,-0.0965658616634072,0.0799141387186958,-0.0160685483059353,0.0804785405865789,-0.0207669182400158,0.0672496359644607,-0.00741043948992364,0.106769573683928,-0.0115048961363404,-0.0740852335168934,0.0438602375439608,0.0325373882017522,-0.0354672253122529,0.49021869347108,-0.0238645424676535,0.0616651438488091,-0.0333727482726137,0.028489477489264,0.0566929204792211,-0.128016771511527,-0.105777901920048,-0.131450604279129,0.042483370565727,0.0549720757914823,0.0978662979938792,0.152092443832427,0.130689651841244,-0.0246744773055795,-0.0824953566255533,0.0391054745996011,0.0576953547498641,0.144795949443156,-0.0329075532397458,-0.0348437365750307,0.0698838841848948,-0.0534175072640619,0.102668555151353,0.0358658661445939,-0.0867794592289723,0.052400040454957,0.11150814528041,0.041273060644184,-0.039071551645021,0.200752932040867,-0.034045931584087,0.0243970771373898,0.0645127672955835,-0.0149922110331512,0.026015003908221,-0.0988644831319606,-0.0921740561820604,-0.0473727911401758,0.0861043176886128,0.0452722364388283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P40",0.0762381604371028,0.0459091246809926,0.047892892397175,-0.0868070691239177,0.084410056317181,0.0231406289616013,0.0163827149218115,0.102093434308171,0.0581543883558304,0.0350510968842194,0.129371183546823,-0.00109008264063649,0.0840666992616277,0.0277158353221487,-0.16545609990316,-0.0390054508497054,0.0621046974755285,0.103782713815918,0.130269645341005,0.0861636870772191,-0.0182115927718409,-0.01790155225149,0.0504554183958065,-0.0289038660540933,0.0679596181390912,0.0986256859298447,0.113830822258972,0.0861888553982559,0.482948891354732,0.0270466486735711,0.0112888117396967,-0.049427104382133,0.0067337273438985,-0.00250727148924515,0.0334602533644519,0.010785073329048,0.127519877251458,0.000542031788326903,0.120721719603616,0.120563210887763,-0.00454716915736716,0.0862368125370204,-0.0279253445673903,0.0432573123778703,0.0271734373808013,0.0641145237563829,0.0401161391285886,0.136143206136844,0.101514639558992,0.0873874181128364,-0.00623640462042848,0.00765277117907114,-0.074128502180878,0.0221819561856781,0.182350740082127,0.038061858023634,-0.0437503616860313,-0.0228816003555783,0.0909548655838652,0.0905589311721809,0.125550038791277,0.0261772125386498,-0.0642494743255826,-0.0532387030924469,0.0310338796998512,-0.0506481549921337,0.0644036179682497,0.200438744819659,0.0427204122045708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P41",0.0225493221824032,0.146225950930246,-0.0774020577594518,0.0107799627143901,0.12039335081541,-0.0953243803327219,0.158026705137917,-0.0728369298518923,-0.088021434542453,-0.112312954156771,-0.0500310777282981,-0.0588336263289035,0.021088783693154,0.0848672939702809,-0.108951415484381,-0.0158959217808647,-0.00932958651597187,0.0669273011506615,0.0362713783262565,0.0580387438793916,0.00945398225495787,0.0521146581003298,0.0501595494617216,0.0220844034840215,-0.0612767126508314,0.102132654382851,-0.0482137285725398,-0.18644152527616,-0.0523201530800704,0.583900297670729,0.0723047077732147,0.024000147978513,0.124267233390039,-0.112066636164582,-0.054483813543722,-0.0454287521545693,0.157636570958515,-0.094569968681947,-0.0110705637860803,0.0125435139626812,0.0822543111654726,-0.0983642877127451,0.0787481041588481,0.00891095166428958,-0.00783337362659743,0.0845012474387828,0.00980051413233586,0.112620906228653,0.0362773575179372,-0.0929460531109914,-0.0700122577136658,0.0279443692889668,-0.18606308201973,0.0973484446414767,-0.0979914581416289,0.0506322785636994,-0.0220359891894523,0.0847592355730232,0.0456143426395176,0.0331862394727547,0.0288195085759505,0.110079872705135,-0.0327086764899089,0.0135380322671984,-0.0671332290580262,-0.0942200122793348,0.131687707629178,0.00192361565946609,0.0550623889550471,0.00655858135378578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P43",-0.0406171155888742,0.140730649974156,-0.0759207915292968,0.117671349703462,0.079826236821779,0.137507594407757,-0.143444969836231,0.0285766758177915,-0.027160017418559,-0.0427963728082792,0.0549047092862074,-0.107128475073529,0.0634958209151827,0.0625476386190913,-0.0858881824880591,-0.023274829926188,0.13161760290483,0.0695980984881796,0.0187419818183345,-0.0662466113122778,-0.00596541199742219,0.193606104894318,0.0599151403216731,0.0761747782970892,0.0650285188420551,-0.0336242083279048,-0.0220875642061358,-0.0616076080560229,-0.0850558256576029,0.093425880134336,0.143456453192467,0.0238005292761354,0.0519716421360236,-0.0198870747299318,-0.0389712540948597,-0.0904502933863858,0.028871680324047,0.0019387368457942,-0.00176447571225213,0.188073619950275,0.0992109370742495,-0.00823253093606707,-0.00819778983988855,0.0230763573151934,-0.00955985288766327,0.0669943562543919,-0.0269243565983684,-0.0535019093352865,0.0751300811559947,-0.110093429099621,-0.0317444755183619,-0.107382088895285,-0.0411458154934658,-0.0261322186082879,0.00683372230500384,-0.145588046771458,-0.00272292853225814,0.0399155387985831,-0.0176855777848661,-0.0445733544875315,0.0858828964103663,-0.00427145484773932,0.0547524613759812,-0.0850507332396692,-0.0078422140543929,-0.0735961497294966,-0.00340366314866365,0.11097288573257,0.0337263977727721,0.0882158907900791,0.0931502158784885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P44",0.0914358968116548,-0.00399669181961676,-0.087497289915057,-0.0131620595537655,0.0938556158045669,0.0458435845864474,0.0339035695535763,0.0383345786713028,-0.0724955214254969,-0.0404791599453654,0.0374243483737515,-0.0482266873259606,-0.0299949793124615,0.0122085979182829,-0.193128396965415,0.191023559873543,0.0257375287878233,-0.102982572574467,-0.0855715011592599,-0.0198609724174623,-0.159074829497599,0.0329138219308401,0.066851112371601,0.0234917288607714,-0.00463565803368223,0.157186581563654,-0.0394656643103395,0.0618491005039404,-0.0391778828725128,-0.0575692154932235,0.0153614852138656,0.523817080757559,-0.01789379641641,-0.243038973497207,-0.150792740886443,0.0273675744691217,-0.00611341213409362,0.0124653994182825,-0.0677075161668025,-0.152580939046983,-0.135524656403184,-0.0227293222988343,-0.00229601255029467,-0.0115488654962388,0.0243956062919531,0.139348776349763,0.0749974098458419,-0.038619465880586,0.0739615110221203,-0.115220051899208,0.0149263424707846,0.1124705477589,-0.00200493049083601,0.126357055272982,-0.189668829904479,-0.0944396395334479,0.130762239626491,0.0804662972677096,-0.0244152814646907,-0.0577644660945107,0.0298118230054993,0.000644662770298731,0.154787735154214,0.109612283750101,0.00844105822626882,0.0974435174815013,0.173277295399677,0.00650914632956305,0.0805844463301296,-0.234099991776128,0.0039807420613326,-0.125974072572553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P45",0.16281205710229,0.0467916382926085,0.0836745383097068,-0.0112612138115873,0.111024365843342,0.0712978928313376,0.0586133321059145,0.0537215322553846,0.0665893319529771,-0.0163775300585253,0.122448729288727,0.0214120622417484,0.0692568720711603,0.110470620016946,-0.0218211324079858,0.0112491678933632,-0.0492286000413939,0.0890373393691485,-0.0267185502645546,0.157249778115607,0.021103069059387,-0.0229364608353211,0.0784791970486481,-0.0427514060417237,0.0494937449021926,0.0218432418159273,0.0625882897284201,0.0887309810921572,0.0204370601786594,0.056037033591936,0.0329351659431682,0.0278436833515459,0.582171287629003,-0.0188110573872863,-0.157167771744515,0.023102250171818,0.109159828733241,-0.028463677290117,-0.0453794191493822,0.186764554627552,0.119762933346894,0.131372947385042,-0.0243349766674823,0.181754348410882,0.130469917095077,0.21734049256053,0.0362283633890995,0.0884351934810409,0.0570495098401193,0.0243766602427074,0.0557238689367137,0.121456769404023,-0.00706077465377231,0.139547209438788,-0.0762150093895561,0.0526637944608233,0.0262207039742013,0.0200865566693106,-0.00611320512382133,0.0305149824777552,0.107454185324911,0.0905482182388778,0.0592448406135315,-0.00220051033518346,-0.0126618152379773,0.0767183519938183,0.148367636946068,0.0620304207842827,0.0590498674957961,0.140592154120787,0.0527648120902833,0.0677287694616,-0.0172896675671537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P46",-0.0334438647810134,-0.0199915900998687,-0.0746329051432464,-0.0630085060335556,0.0945829701463709,0.0290829674605656,0.0319639818299703,0.0449644114110356,-0.0635630713084216,-0.0458731298282801,0.0389105054382156,0.0012219736683643,0.000429844984143652,-0.00408391221276557,0.02681727281467,-0.179255561402426,0.0482603466174781,0.0638336442221381,0.170785706656954,-0.0596537428500883,0.149459676164065,-0.0489403200409031,0.0322800030513254,-0.121531612705357,0.238587931475778,-0.0170815752982814,0.0331366837042309,-0.0243175282745577,-0.0395194293438995,-0.0023567821689892,0.0358520231771719,0.00843145652578944,0.0705997905491684,0.424938402714685,0.0328070197058792,-0.0286176762338451,-0.0401271289073923,-0.026491460926425,0.0091465405819755,0.12817299055715,0.099084755340923,0.0683293377409365,0.103937209654958,-0.00806444791578103,-0.0195541201077558,0.0335282694400043,-0.09950224591665,0.0275173870660401,0.00354392991585986,-0.0882048849627328,-0.0447596998339421,0.0739136102804251,0.00123904247921866,-0.016579233206687,0.220289465830304,0.0704637966922776,-0.0594984473141461,0.10258785765885,-0.0462181032073954,0.0400213321190062,0.0497643199041031,0.0935770820270495,-0.0616387339120687,-0.0329754762538983,-0.0832311857743916,0.127709527759169,0.0323113113094273,0.148370547397384,0.0285864819178663,0.102264836559888,-0.0920858828436096,0.10558112118999,-0.112496838587578,0.0618415458410949,NA,NA,NA,NA,NA,NA,NA,NA
