C3	C2	M2	M3	M4	M5	M6	M7	M8	M9	M10	M12	M14	M15	M16	M17	M18	M19	M20	M21	M23	M24	M25	M26	M27	M28	M29	M30	M31	M33	M35	M36	M37	M38	M39	M40	M41	M43	M44	M45	M46	M47	M48	P2	P3	P4	P5	P6	P7	P8	P9	P10	P12	P14	P15	P16	P17	P18	P19	P20	P21	P23	P24	P25	P26	P27	P28	P29	P30	P31	P33	P35	P36	P37	P38	P39	P40	P41	P43	P44	P45	P46	P47	P48																																																																																				
time	area																																																																																																																																																																						
20.97	1064280.855	NA	NA	17.22	89293751.4	NA	NA	NA	NA	35.82	114346279.4	18.15	20136212.15	18.98	5236338.786	NA	NA	19.62	5435206.101	31.43	113145234.4	20.17	1060246.138	NA	NA	NA	NA	17.82	2597468.993	NA	NA	21.63	3140370.392	16.58	15902024.58	NA	NA	19.45	25914971.24	17.03	141660173.9	15.96	119632749.4	37.55	599192.821	20.72	2282244.827	30.81	3187796.759	26.81	50294591.74	16.09	110690768.5	26.79	6785864.497	15.55	20500124.5	16.91	11105741.01	21.5	2321686.851	20.8	11286038.46	19.97	1560378.96	19.61	1347365.98	20.52	7950929.123	21.09	5068042.701	25.67	2848535.685	24.43	3635553.328	NA	NA	17.6	11436262.24	18.22	28305672.73	NA	NA	16.49	14883721.21	31.42	7528298.719	NA	NA	NA	NA	37.01	5100045.332	17.09	2097709.687	21.13	1317981.533	NA	NA	21.29	3747701.642	NA	NA	16.98	1673542.558	NA	NA	NA	NA	16.22	3338748.414	37.08	4818548.078	NA	NA	16.97	1301166	NA	NA	17.7	27433144.02	17.23	166605435.9	17.02	49085586.57	NA	NA	35.81	17906616.77	19.62	4074138.63	36.11	6942488.217	16.58	12737437.83	19.71	47086797.85	16.47	4343520.255	15.82	3165814.134	20.62	2698215.664	23.31	3526125.808	18.64	4657720.302	18.18	1454175.248	18.8	7826998.052	24.87	1880912.169	NA	NA	21.13	8131360.478	25.66	1694182.136	17.48	126704782	18.08	45910902.25	24.69	2418622.603	17.15	19913986.6
21.29	7956344.113	NA	NA	17.32	14653226.49	NA	NA	NA	NA	36.05	1104698.527	18.3	9415985.638	19.4	6444311.339	NA	NA	19.71	76986666.75	31.64	1537096.789	20.36	2143275.558	NA	NA	NA	NA	17.91	1555011.916	NA	NA	22.49	4154742.697	16.66	44192448.03	NA	NA	19.58	741823.772	17.08	164835335.8	16.09	112004734.4	37.57	1481938.465	21.13	1566243.165	31.43	40539460.58	26.95	1729078.317	16.16	1937377.984	30.82	5479386.917	15.6	8384684.003	17.02	78531189.1	21.58	2289604.006	20.84	19691425.3	20.02	1109553.49	19.67	3697733.781	20.57	2484215.987	21.14	5214102.586	26.59	1727277.331	24.88	2827992.046	NA	NA	17.71	31154990.76	18.3	20769629.59	NA	NA	16.58	10675185.38	33.63	2665271.956	NA	NA	NA	NA	37.54	9707861.528	17.15	2713160.695	21.29	3185177.07	NA	NA	21.34	5052733.787	NA	NA	17.09	1964646.182	NA	NA	NA	NA	16.28	12533759.8	37.58	16698643.26	NA	NA	17.03	59193646.9	NA	NA	17.77	8253406.687	17.33	31444339.34	17.07	62001338.48	NA	NA	NA	NA	19.72	109841330.6	36.15	6096118.509	16.66	36214567.46	19.81	1086419.402	16.72	3191776.973	15.86	1866929.974	20.72	2864763.91	24.11	3973108.853	18.73	2534903.727	18.23	1376253.412	18.91	13314186.17	25.67	1324858.729	NA	NA	21.3	6040898.469	26.78	16583008.76	17.58	18671605.28	18.15	41033101.5	24.87	1387874.53	17.22	54695067.8
21.62	9974582.541	NA	NA	17.39	8612602.67	NA	NA	NA	NA	36.09	8905568.855	18.38	1805403.151	19.44	14927565.04	NA	NA	19.85	5784740.911	32.48	15634347.83	20.49	1349130.499	NA	NA	NA	NA	17.96	1646193.246	NA	NA	23.32	2617594.341	16.79	273184584.8	NA	NA	19.64	1771774.548	17.15	61764493.58	16.29	8004127.898	38.48	2655216.818	21.29	3437377.682	33.65	8195342.199	27.01	896250.179	16.27	4004803.16	31.42	18993386.84	15.74	5265853.321	17.07	93967966.24	21.62	4919041.339	20.97	1699309.631	20.05	1030023.01	19.73	20385561.93	20.62	11232152.4	21.22	4009359.564	26.79	7132450.875	25.67	1451843.784	NA	NA	17.77	7841366.29	18.38	14011780.32	NA	NA	16.66	32657045.85	35.82	30524168.08	NA	NA	NA	NA	38.5	8666132.835	17.43	2410691.981	21.35	2847322.855	NA	NA	21.4	4905467.196	NA	NA	17.16	5109242.361	NA	NA	NA	NA	16.35	192801957.9	38.52	11920722.25	NA	NA	17.08	72676777.25	NA	NA	17.91	2092332.146	17.4	28489137.93	17.15	20004017.08	NA	NA	NA	NA	19.87	4420735.702	36.89	6158055.838	16.79	218876116.9	19.86	954443.322	16.79	4472232.868	15.96	194828053.1	20.8	2051078.12	24.88	2568549.777	18.98	1058928.345	18.4	8646482.915	18.98	18117460.67	30.79	10975720.63	NA	NA	21.35	4708804.533	30.79	6941354.679	17.7	77797988.77	18.23	15660113.15	25.69	1988405.952	17.32	10449049.42
22.49	3912998.119	NA	NA	17.48	115830162.7	NA	NA	NA	NA	36.89	6269758.06	18.48	21455579.21	19.72	9994971.613	NA	NA	20.36	1630489.905	33.65	24339521.71	20.51	2278868.132	NA	NA	NA	NA	18.48	5972348.185	NA	NA	24.11	2998218.666	16.91	9967381.859	NA	NA	19.67	2355666.469	17.23	153851451.7	16.35	135644220.9	38.52	2217081.809	21.35	8715481.463	35.83	95021396.33	27.07	3295950.18	16.35	100394962.4	33.64	15556329.73	15.83	1227428.879	17.15	30133806.43	21.7	1387455.825	21.13	45985862.52	20.17	1870066.982	19.78	6885775.778	20.72	9063948.08	21.3	10798471.69	30.81	17228923.61	26.79	74279189.33	NA	NA	17.91	1978838.337	18.48	61330851.74	NA	NA	16.79	214062903	NA	NA	NA	NA	NA	NA	NA	NA	17.47	2637529.834	21.58	957159.494	NA	NA	21.49	6870735.727	NA	NA	17.23	1704641.303	NA	NA	NA	NA	16.49	31414109.69	NA	NA	NA	NA	17.15	20744248.05	NA	NA	17.96	2353222.934	17.48	209881460.8	17.22	49421705.5	NA	NA	NA	NA	20.27	4511038.111	36.94	1084650.536	16.89	7827676.521	20.5	3793656.942	16.85	1633005.85	16.09	168282246.5	20.84	1606017.82	25.67	4336557.378	19.4	45071548.69	18.48	5442689.55	19.06	8111614.588	31.42	47352419.98	NA	NA	21.4	5439349.611	31.41	32316712.45	17.77	28460836.76	18.3	27875027.17	26.2	2883034.439	17.4	5517965.121
23.31	7749098.671	NA	NA	17.61	5889700.744	NA	NA	NA	NA	36.94	1850028.272	18.56	20394554.73	19.78	3312060.369	NA	NA	20.49	1589678.744	34.27	4984214	20.57	1036723.992	NA	NA	NA	NA	18.56	15521301.45	NA	NA	24.88	1381947.376	16.97	2087936.306	NA	NA	19.73	9563390.076	17.33	22473999.63	16.49	23347179.61	NA	NA	21.4	9587363.862	36.07	2586802.468	27.44	5774153.208	16.49	22857491.47	34.26	8404951.028	15.86	1356851.104	17.22	75978394.34	22.49	4656822.582	21.31	58373771.95	20.27	1237440.621	19.97	1757403.445	20.79	3842472.929	21.35	20684232.05	31.43	176617365.1	26.94	3966449.329	NA	NA	18	2601990.341	18.56	44134564.66	NA	NA	16.89	6177799.001	NA	NA	NA	NA	NA	NA	NA	NA	17.63	1497810.995	21.62	2251548.226	NA	NA	21.57	1295765.908	NA	NA	17.33	1515262.302	NA	NA	NA	NA	16.58	23803263.86	NA	NA	NA	NA	17.22	56150763.11	NA	NA	18.06	1197451.754	17.63	18825755.41	17.32	5782362.492	NA	NA	NA	NA	20.64	3177618.518	36.98	5388621.675	16.97	1304478.019	20.61	4500749.422	16.9	7473113.231	16.21	4370791.131	21.13	1894350.46	26.01	3707675.272	19.53	35386829.3	18.56	18917496.19	19.22	22145278.51	33.62	5150143.531	NA	NA	21.62	3968195.414	33.62	7168258.616	17.91	167246898.2	18.38	13502762.51	26.79	51512121.9	17.48	76608778.01
24.1	3093638.094	NA	NA	17.7	31962669.52	NA	NA	NA	NA	37	1578209.545	18.65	1704895.773	20.52	1371574.087	NA	NA	20.62	4860999.538	35.85	252230584.4	20.64	5477032.653	NA	NA	NA	NA	18.65	2257000.694	NA	NA	25.67	2593892.126	17.02	86032805.37	NA	NA	19.78	5640783.803	17.4	32143605.4	16.58	15719206.5	NA	NA	21.62	2989071.562	36.12	5921943.554	27.94	45908280.89	16.58	15797664.29	35.82	192714214.5	16.21	2199472.978	17.32	12032878.93	22.55	2318491.22	21.53	7165743.117	20.49	2459124.055	20.06	3156454.953	20.84	3956108.62	21.41	23929905.92	33.63	16823267.66	29.05	4746109.505	NA	NA	18.27	25816942.6	18.65	67906781.5	NA	NA	17.02	68835285.32	NA	NA	NA	NA	NA	NA	NA	NA	17.7	13689732.4	21.7	1277279.053	NA	NA	21.61	2355431.921	NA	NA	17.39	4347496.928	NA	NA	NA	NA	16.66	68180996.49	NA	NA	NA	NA	17.33	4898071.34	NA	NA	18.18	4125426.351	17.7	135024788.1	17.39	7270683.098	NA	NA	NA	NA	20.72	6293570.993	37.56	16127228.46	17.02	70277038.62	20.72	3228541.908	16.97	2303118.758	16.29	16624370.16	21.29	4356074.633	26.79	19036128.59	19.63	5452939.293	18.64	53407402.61	19.29	6265322.324	35.82	51584700.59	NA	NA	21.7	1904576.137	35.8	65727307.27	18.01	9978676.406	18.48	73790880.7	30.82	5625493.577	17.61	6167030.518
24.87	4205058.768	NA	NA	17.77	21414948.82	NA	NA	NA	NA	37.08	2509657.1	18.72	948622.524	20.73	2994262.519	NA	NA	20.72	2673305.116	36.11	17217387.46	20.72	7611773.756	NA	NA	NA	NA	18.91	3046768.845	NA	NA	26.79	6265332.876	17.07	105484302.6	NA	NA	20.27	995705.121	17.48	185515231.4	16.66	44524296.97	NA	NA	22.49	3144836.208	36.21	3180033.409	28.17	2866116.196	16.66	45412600.69	36.09	7535774.85	16.29	7291797.364	17.39	11911704.24	22.64	1795318.794	21.58	18699438.58	20.63	22556522	20.52	5916572.094	20.9	1427200.897	21.51	2463031.13	35.83	191706271.2	30.52	4963840.441	NA	NA	18.39	14652661.4	18.8	12346168.94	NA	NA	17.07	82122296.71	NA	NA	NA	NA	NA	NA	NA	NA	17.76	4075476.23	22.48	2958177.531	NA	NA	22.48	2198173.242	NA	NA	17.46	5024968.498	NA	NA	NA	NA	16.79	397826507	NA	NA	NA	NA	17.39	5872033.558	NA	NA	18.48	3776205.557	17.77	65993638.12	17.47	69615058.9	NA	NA	NA	NA	21.13	2177183.871	38.52	13675657.3	17.07	87557666.55	20.79	1132059.447	17.09	4074229.417	16.35	218792480.1	21.58	2597911.206	27.32	9930010.728	19.72	301141313.5	18.79	1248394.846	19.43	455576860.9	36.03	1235117.68	NA	NA	22.49	4302585.868	36.03	737386.386	18.08	35073966.38	18.56	42567162.05	31.43	28581887.09	17.7	23372151.66
25.67	2481514.873	NA	NA	17.91	190376229.3	NA	NA	NA	NA	37.57	9938424.958	18.79	3043704.251	21.13	1238031.745	NA	NA	21.08	1397968.454	36.27	1869621.169	20.8	4593943.287	NA	NA	NA	NA	18.98	5487827.832	NA	NA	31.41	22546875.5	17.15	29992473.12	NA	NA	20.53	3504769.792	17.7	122732826.3	16.79	277406017.3	NA	NA	22.77	3477643.678	36.88	4831275.845	28.79	2204430.411	16.79	268381899.6	36.13	6368819.089	16.36	1055301.772	17.48	107837591.5	23.31	3534896.983	21.63	56978376.19	20.72	10727811.35	20.57	3201499.059	21.13	7646168.988	21.57	2539794.293	36.09	12674063.62	30.81	10073262.48	NA	NA	18.48	21339746.64	18.89	44836641.63	NA	NA	17.15	22152317.93	NA	NA	NA	NA	NA	NA	NA	NA	17.82	2074174.975	23.31	1886961.912	NA	NA	22.62	5393072.845	NA	NA	17.5	976624.344	NA	NA	NA	NA	16.89	17111918.45	NA	NA	NA	NA	17.48	80407285.04	NA	NA	18.56	13814749.8	17.91	331638367.8	17.62	7863466.473	NA	NA	NA	NA	21.29	3714969.61	NA	NA	17.15	22944717.05	20.87	3250411.264	17.16	5733365.44	16.49	30439850.73	21.63	4674059.259	31.42	11688592.91	19.99	2785583.727	18.91	2512909.808	19.61	24684122.88	36.07	4777139.206	NA	NA	22.55	2817506.79	36.09	2445991.481	18.15	24626224.07	18.64	89590598.38	33.61	1873894.037	17.77	9012360.07
26.59	2473801.864	NA	NA	18	5011967.369	NA	NA	NA	NA	38.49	5713119.257	18.91	27752615.39	21.29	2984964.918	NA	NA	21.12	3845699.943	36.9	13964749.33	21.13	4241526.305	NA	NA	NA	NA	19.06	1584994.489	NA	NA	31.54	1666842.832	17.22	83261211.38	NA	NA	20.73	3533559.832	17.77	57488914.16	16.92	9619134.928	NA	NA	23.32	3054763.92	36.95	5573256.809	29.18	3604803.432	16.89	10979789.87	36.24	1691907.56	16.4	21970629.07	17.62	16726358.85	24.11	3344868.743	21.71	33397223.97	21.09	2771662.016	20.79	3868543.107	21.29	13012457.34	21.63	3732612.077	36.89	11556288.46	31.42	102157507	NA	NA	18.56	15877261.4	18.98	73738642.41	NA	NA	17.22	65149496.21	NA	NA	NA	NA	NA	NA	NA	NA	18.18	2787462.31	24.11	2355323.726	NA	NA	22.76	1805620.385	NA	NA	17.63	4377079.757	NA	NA	NA	NA	17.02	128378187.1	NA	NA	NA	NA	17.63	8017017.905	NA	NA	18.65	4100203.812	18.01	10467262.42	17.7	43838485.73	NA	NA	NA	NA	21.35	7537959.421	NA	NA	17.22	67158198.65	21.13	2309277.747	17.22	2388532.857	16.58	23356226.04	22.49	6985785.535	31.68	8206996.752	20.17	1511934.623	18.97	4409216.758	19.66	19327149.2	37.57	4228341.112	NA	NA	23.31	3792100.926	36.17	3013402.597	18.22	21384771.79	18.8	18429167.27	33.62	2636902.986	17.9	121445655.4
28.73	3426029.88	NA	NA	18.08	36322786.16	NA	NA	NA	NA	38.54	5038595.372	18.98	30792309.39	21.57	2016349.436	NA	NA	21.29	6982512.701	37.09	8548582.338	21.3	11980646	NA	NA	NA	NA	19.21	1997121.006	NA	NA	35.82	25197168.35	17.32	13367714.69	NA	NA	20.8	1090719.708	17.91	289765724.7	17.02	86840516.72	NA	NA	24.11	2244080.052	37.57	13138840.13	30.85	5542603.29	17.02	87937099.17	36.28	1572412.413	16.47	7286716.234	17.69	80620412.12	24.43	4940099.815	21.82	4921432.75	21.13	4564368.628	20.84	2996771.555	21.52	1784321.604	21.71	14313331.14	37	498129.146	33.64	7844480.132	NA	NA	18.65	56678181.15	19.05	8894267.355	NA	NA	17.32	7508308.978	NA	NA	NA	NA	NA	NA	NA	NA	18.22	2171483.425	24.43	7999811.903	NA	NA	23.31	1965522.978	NA	NA	17.7	39245155.35	NA	NA	NA	NA	17.07	148317462.9	NA	NA	NA	NA	17.7	49355024.73	NA	NA	18.91	51021267.39	18.08	60594964.81	17.76	16578050.17	NA	NA	NA	NA	21.4	7201802.061	NA	NA	17.28	1490463.534	21.23	1938083.617	17.39	4485208.286	16.66	65745425.04	23.31	3773165.364	31.74	3389883.131	20.63	4626434.567	19.06	3029414.906	19.73	62288378.92	37.6	2356653.117	NA	NA	24.1	3432383.536	36.91	4236066.036	18.29	22038958.29	18.89	43707006.86	33.67	1700810.53	18	3204946.509
29.15	2935206.816	NA	NA	18.15	29542253.38	NA	NA	NA	NA	NA	NA	19.21	1467928.102	21.63	2773451.072	NA	NA	21.35	7858669.598	37.59	22194527.84	21.63	14343708.25	NA	NA	NA	NA	19.4	11245515.57	NA	NA	NA	NA	17.39	11736675.22	NA	NA	20.84	1350444.043	18.01	7298599.623	17.07	103943798	NA	NA	24.26	1603604.449	38.5	11500581.63	30.91	1618216.524	17.07	103345327	36.86	12001425.54	16.71	4849969.058	17.76	27859449.89	24.88	1564271.891	21.86	1246401.61	21.21	3088813.02	20.89	1382352.433	21.57	5703405.246	22.17	20090747.3	37.03	1635855.52	35.83	105643468.2	NA	NA	18.8	3647315.632	19.14	2121391.505	NA	NA	17.41	7959861.597	NA	NA	NA	NA	NA	NA	NA	NA	18.48	4146172.246	24.87	1191475.355	NA	NA	23.69	7008553.219	NA	NA	17.77	13978178.63	NA	NA	NA	NA	17.14	45686890.36	NA	NA	NA	NA	17.77	17336897.94	NA	NA	19.05	1739266.237	18.16	57343572.42	17.91	109075374.7	NA	NA	NA	NA	21.49	4686759.822	NA	NA	17.32	6583993.015	21.29	13423306.82	17.46	5676201.256	16.79	408098934.9	24.11	4655103.608	33.34	4996975.231	20.72	3271268.74	19.21	3730998.084	19.78	37075174.07	38.5	4915510.981	NA	NA	24.26	1811425.317	37.56	7860345.652	18.39	35394202.19	18.98	104710875.8	35.83	65777301.31	18.08	26013840.4
31.41	2398882.097	NA	NA	18.29	25510459.69	NA	NA	NA	NA	NA	NA	19.32	1956344.134	22.49	3455223.812	NA	NA	21.4	7209666.655	38.54	23132987.69	21.71	3054856.907	NA	NA	NA	NA	19.45	27387775.44	NA	NA	NA	NA	17.47	122427252.3	NA	NA	21.14	2186817.639	18.08	53091008.39	17.15	32043683.78	NA	NA	24.43	4779705.221	NA	NA	31.45	43429157.04	17.14	26990722.6	37.05	5972262.021	16.79	5315134.556	17.9	166182865.3	25.68	1936904.283	21.9	1863751.704	21.3	9278257.868	21.13	4207222.99	21.62	13329404.51	22.27	3384212.342	37.09	3937782.543	36.1	8416052.786	NA	NA	18.99	2759118.02	19.21	7412737.977	NA	NA	17.48	87608680.92	NA	NA	NA	NA	NA	NA	NA	NA	18.56	6273442.35	26.79	12258302.76	NA	NA	24.1	2673156.186	NA	NA	17.96	2971662.65	NA	NA	NA	NA	17.22	116196090.3	NA	NA	NA	NA	17.84	2050076.474	NA	NA	19.21	3093990.823	18.23	10972336.67	18.01	3210873.641	NA	NA	NA	NA	21.58	1958969.192	NA	NA	17.39	5641894.372	21.34	7999495.437	17.63	3863039.935	16.91	15309780.35	24.88	1556183.184	33.62	6886866.872	21.13	7281218.127	19.4	25943653.23	19.86	14848650.65	NA	NA	NA	NA	24.42	2133341.05	38.49	5795164.367	18.48	65210183.91	19.14	2818077.66	36.08	1417878.764	18.15	23489094.79
34.19	25866390.14	NA	NA	18.37	4394645.375	NA	NA	NA	NA	NA	NA	19.45	97573839.45	23.31	2655548.809	NA	NA	21.5	8395274.85	NA	NA	22.49	10934852.55	NA	NA	NA	NA	19.66	3940290.453	NA	NA	NA	NA	17.61	15229957.46	NA	NA	21.3	2441186.345	18.16	46395475.01	17.22	84523647	NA	NA	24.87	1435479.835	NA	NA	32.64	17356532.89	17.21	81460220.94	37.56	18504910.29	16.9	11138929.93	18.01	4179969.119	26.79	43751802.46	22.01	3280555.658	21.35	19572103.86	21.29	1343214.394	21.7	4840801.324	22.43	70814191.23	37.58	19328657.72	36.18	5533621.877	NA	NA	19.04	28780468.24	19.32	17163338.53	NA	NA	17.61	6069882.826	NA	NA	NA	NA	NA	NA	NA	NA	18.65	5674143.855	31.43	6945546.284	NA	NA	24.43	9261839.775	NA	NA	17.99	1274169.856	NA	NA	NA	NA	17.32	15462254.95	NA	NA	NA	NA	17.91	140698125.4	NA	NA	19.4	15266987.28	18.3	36190311.64	18.07	22494619.19	NA	NA	NA	NA	21.63	6093830.657	NA	NA	17.47	92073543.94	21.57	10635803.69	17.7	36297820.87	17.02	132774248	25.66	2108313.457	34.91	1912635.353	21.21	3059096.825	19.45	29224451.32	19.98	5991850.102	NA	NA	NA	NA	24.87	1620759.786	NA	NA	18.56	51705366.83	19.2	9180522.281	36.1	3511420.919	18.3	21478187.29
35.79	41798026.04	NA	NA	18.48	50105981.27	NA	NA	NA	NA	NA	NA	19.67	2478376.628	24.11	1880070.314	NA	NA	21.62	5803339.294	NA	NA	22.55	1618433.532	NA	NA	NA	NA	19.73	14297628.67	NA	NA	NA	NA	17.69	73373808.75	NA	NA	21.33	2443254.616	18.3	39995731.51	17.32	10815816.47	NA	NA	25.66	1164004.268	NA	NA	33.65	5101224.585	17.31	14500165.99	38.51	17513296.47	16.97	3310799.977	18.08	34408915.65	26.91	1962822.477	22.1	6945349.315	21.41	20816884.45	21.33	3046824.072	22.48	14361320.35	22.62	3562742.843	38.54	16699406.46	36.9	4740136.635	NA	NA	19.23	25797418.98	19.43	788482787	NA	NA	17.69	26278005.73	NA	NA	NA	NA	NA	NA	NA	NA	18.8	1402620.147	33.61	3651301.537	NA	NA	24.68	5773255.418	NA	NA	18.18	10271454.59	NA	NA	NA	NA	17.39	17119028.51	NA	NA	NA	NA	18.08	27106386.67	NA	NA	19.45	14091464.77	18.38	9274659.796	18.15	19590939.01	NA	NA	NA	NA	21.71	1580220.375	NA	NA	17.61	5051281.615	21.62	6147380.645	17.77	11928782.98	17.07	151197505.1	26.79	11463511.25	34.95	2819246.228	21.3	7931900.638	19.61	3572198.036	20.06	16839045.52	NA	NA	NA	NA	26.8	294488940.4	NA	NA	18.64	60582446.16	19.32	16754433.07	37.59	5938530.238	18.37	4826340.611
35.96	4785240.167	NA	NA	18.55	29845286.7	NA	NA	NA	NA	NA	NA	19.73	5719019.858	24.87	976647.515	NA	NA	21.7	2859786.455	NA	NA	22.59	1851328.98	NA	NA	NA	NA	19.78	6042411.894	NA	NA	NA	NA	17.76	26646565.62	NA	NA	21.58	2053872.791	18.38	6566824.503	17.47	148242422.4	NA	NA	25.85	1571274.023	NA	NA	33.69	7174862.789	17.47	124092771.2	NA	NA	17.09	3831721.785	18.15	28320552.05	31.41	10859909.08	22.17	9972938.458	21.5	3778375.548	21.58	5581028.928	22.58	7597772.514	22.77	13756513.81	NA	NA	37.01	4410316.8	NA	NA	19.44	546864698.8	19.73	63861876.62	NA	NA	17.76	12268415.47	NA	NA	NA	NA	NA	NA	NA	NA	18.98	3830280.331	35.82	41200935.03	NA	NA	24.88	1387982.318	NA	NA	18.48	4596055.235	NA	NA	NA	NA	17.47	172792343.4	NA	NA	NA	NA	18.15	22999668.13	NA	NA	19.51	5580075.366	18.48	91286730.24	18.23	3925738.619	NA	NA	NA	NA	22.49	6558558.913	NA	NA	17.69	85256751.58	21.7	1871732.538	17.9	970617.424	17.15	49396068.13	31.41	22529304.98	35.01	4524616.648	21.35	22688191.49	19.66	3620931.489	20.18	4988203.293	NA	NA	NA	NA	27.05	2628063.026	NA	NA	18.73	5077305.091	19.44	1150612953	38.52	5598028.248	18.48	33418967.57
37.57	3308273.378	NA	NA	18.64	6531790.852	NA	NA	NA	NA	NA	NA	19.78	6915315.314	30.52	2076154.231	NA	NA	22.48	5517031.561	NA	NA	23.31	11236087.81	NA	NA	NA	NA	20.06	1684646.879	NA	NA	NA	NA	17.9	204331299.5	NA	NA	21.63	3523823.406	18.48	71330312.47	17.61	14056102.65	NA	NA	26.79	75311206.75	NA	NA	34.28	15262961.92	17.6	7289344.343	NA	NA	17.15	7159504.617	18.22	6045558.614	33.65	4627040.886	22.26	2679838.893	21.57	2938482.351	21.63	3280883.689	23.31	11773657.89	22.88	6846303.148	NA	NA	37.58	12111428.7	NA	NA	19.53	42788764.49	19.79	51107727.51	NA	NA	17.9	152413350.2	NA	NA	NA	NA	NA	NA	NA	NA	19.4	17644320.28	37.58	4953915.414	NA	NA	25.68	5304744.703	NA	NA	18.56	19436321.02	NA	NA	NA	NA	17.61	22107107.91	NA	NA	NA	NA	18.23	4394251.129	NA	NA	19.57	751037.17	18.56	120954324	18.29	13399188.41	NA	NA	NA	NA	22.63	2395649.959	NA	NA	17.76	16908292.89	22.48	7528339.611	17.96	2573309.102	17.22	119319790.3	33.6	1776417.969	35.82	68257289.95	21.41	24741759.29	19.72	18272785.31	20.24	2792089.648	NA	NA	NA	NA	28.02	2531745.353	NA	NA	18.8	9942973.749	19.62	62576767.01	NA	NA	18.56	20580172.21
NA	NA	NA	NA	18.71	3486451.659	NA	NA	NA	NA	NA	NA	20.27	12332446.9	31.42	19003788.09	NA	NA	22.76	2589183.57	NA	NA	24.11	11046301.27	NA	NA	NA	NA	20.52	3945447.464	NA	NA	NA	NA	18	6189214.02	NA	NA	22.49	6727983.678	18.56	96132426.98	17.69	81398134.9	NA	NA	30.53	2681668.678	NA	NA	35.39	1488737.756	17.69	120850266.8	NA	NA	17.23	2097168.139	18.29	21145445.88	35.8	45527015.72	22.38	8038714.21	21.63	10991375.06	22.49	1546822.983	24.11	10239011.78	23.04	2457577.198	NA	NA	38.52	10361673.48	NA	NA	19.63	19126832.79	19.86	12698250.49	NA	NA	18.01	5145699.034	NA	NA	NA	NA	NA	NA	NA	NA	19.45	19545544.18	38.55	4674773.262	NA	NA	25.84	1466838.441	NA	NA	18.65	6365925.736	NA	NA	NA	NA	17.69	106466761.6	NA	NA	NA	NA	18.3	16929291.19	NA	NA	19.62	2095951.386	18.65	44122258.56	18.37	3531039.279	NA	NA	NA	NA	22.77	2894330.575	NA	NA	17.9	156074464.7	23.31	5179494.34	18.17	1466159.517	17.32	16336227.24	33.63	2079397.835	36.88	2003339.735	21.5	2515682.046	19.78	8297986.519	20.37	28410752.82	NA	NA	NA	NA	28.77	2036387.042	NA	NA	18.89	24579300.29	19.72	67926207.37	NA	NA	18.64	7282312.941
NA	NA	NA	NA	18.79	8690681.279	NA	NA	NA	NA	NA	NA	20.52	1095295.825	35.82	29483817.61	NA	NA	23.21	2990408.201	NA	NA	24.43	2493076.864	NA	NA	NA	NA	20.56	1610112.79	NA	NA	NA	NA	18.07	41409621.51	NA	NA	23.32	4553293.403	18.65	9189319.115	17.76	26722782.17	NA	NA	30.79	5177023.714	NA	NA	35.49	6926787.022	17.76	21607089.74	NA	NA	17.33	1884072.153	18.37	4358413.551	37.57	5390132.609	22.43	23090088.87	21.7	3103056.509	22.52	2983933.671	24.43	2423330.639	23.25	96173702.09	NA	NA	NA	NA	NA	NA	19.73	98370181.13	19.95	6947318.564	NA	NA	18.07	32726845.45	NA	NA	NA	NA	NA	NA	NA	NA	19.58	580881.94	NA	NA	NA	NA	26.78	6221606.999	NA	NA	18.73	1153001.695	NA	NA	NA	NA	17.76	39424791.94	NA	NA	NA	NA	18.38	3622268.784	NA	NA	19.67	2295707.399	18.8	15276517.58	18.47	32219474.88	NA	NA	NA	NA	23.32	5171626.12	NA	NA	18	5304354.724	24.1	5889772.086	18.22	1503820.226	17.39	18011801.78	35.8	39055869.63	37.07	5726302.835	21.58	3454143.849	19.86	1748665.845	20.52	48549523.94	NA	NA	NA	NA	29.05	2436617.591	NA	NA	18.98	62174222.95	19.78	65672055.46	NA	NA	18.71	2572712.749
