BFLA01	BFLA02	BFLA03	BFLA04	BFLA05	BFLA06	BFLA07	BFLA08	BFLA09	BFLA10	BFLA11
RT	Area
23.056	216350.8	20.968	16690.4	21.798	1406985.8	22.352	66749	21.591	846666	21.592	916091.1	21.584	531263.5	21.587	803635.4	21.58	404661.8	21.591	1008881.8	21.587	582507.5
23.115	615341	21.401	35074.3	22.351	39306.4	22.534	48926.3	21.787	905003.3	21.79	1051654.8	21.784	731024.7	21.783	769638.7	21.777	472383	21.796	1411989.5	21.793	1119348.1
23.292	909900.6	21.58	405757.5	22.533	43041.4	23.056	216350.8	22.349	66382.2	22.349	57230.6	22.349	30417.9	22.347	27332.8	22.345	28012	22.349	64185.8	22.35	34111
23.827	2329071.3	21.777	506833.6	23.055	227393.9	23.115	615341	22.533	28560.2	22.532	32268.3	22.533	25290.1	22.531	20842.5	22.532	15156.7	22.532	45454.2	22.534	38109.7
24.464	100636.2	22.348	18642.6	23.113	554945.9	23.292	909900.6	23.054	211473.8	23.054	267515.8	23.052	59736.5	23.049	47364.6	23.049	23691.7	23.051	92494.6	23.054	103776.3
24.531	365204.9	22.53	15570.6	23.291	891056	23.827	2329071.3	23.11	418427.6	23.108	368309.5	23.106	203125.8	23.103	152613.5	23.104	162127	23.109	408909.7	23.109	299318.3
24.681	423391.6	23.05	16479	23.813	1468432.9	24.464	100636.2	23.285	632262.8	23.286	680615.6	23.156	43181	23.153	45941.6	23.157	43212.3	23.289	840578.2	23.291	820093.5
25.161	1439333.2	23.106	243799.2	24.465	135922.3	24.531	365204.9	23.814	1517543.5	23.819	1891517.1	23.283	475015	23.278	373097.6	23.277	320429	23.811	1333906.8	23.812	1237009.3
25.437	107442.1	23.156	33066.8	24.532	458067.8	24.681	423391.6	24.464	107778.9	24.463	138366.9	23.811	1269192.5	23.806	1111517.8	23.8	761227.8	24.463	66057.1	24.464	66587.5
25.674	160064.7	23.276	260366.8	24.678	320239.1	25.063	4363.4	24.53	329686.8	24.529	293339.3	24.463	39550.1	24.459	28035.3	24.461	14287.3	24.53	345559.8	24.53	257019.2
25.791	45680	23.792	427915.1	25.157	1430638.2	25.161	1439333.2	24.674	175692	24.676	268536.4	24.527	195680.6	24.524	121387.5	24.525	137600.6	24.676	266004.9	24.677	251451.3
25.852	171016	24.462	20067.8	25.435	129909.5	25.437	107442.1	25.057	11912.5	25.06	17110.9	24.674	141896.8	24.673	173843	24.672	104957.3	25.151	872766.7	25.15	735516.7
26.402	171400.7	24.527	236836.5	25.672	123870	25.674	160064.7	25.156	1155635.9	25.152	942976.4	25.154	996641.2	25.057	5415.7	25.144	562281.1	25.434	41878.3	25.436	68397.1
26.686	62918.2	24.67	90372.4	25.793	58563.3	25.791	45680	25.435	75428	25.435	131384.8	25.436	62102.5	25.147	757485.1	25.433	31588.5	25.671	96755.3	25.674	132354.6
26.913	69946.6	25.082	41214.8	25.852	184640.9	25.852	171016	25.672	129279.2	25.672	123596.8	25.673	112820.9	25.434	79474.7	25.671	62306.6	25.789	32169.5	25.794	35769.6
27.45	76836.2	25.141	579456.2	26.401	148114.5	26.402	171400.7	25.794	41435.8	25.792	50757.5	25.794	17701.3	25.671	78643.4	25.793	6269.7	25.851	162422.4	25.851	112576.6
27.574	441473	25.432	28595.8	26.685	76887.3	26.686	62918.2	25.849	99881.4	25.849	108587	25.851	75250	25.789	16444.4	25.849	56883.2	26.401	125320.7	26.402	93416.5
27.651	574409.7	25.67	48918.3	26.911	44761.2	26.913	69946.6	26.402	158896.1	26.401	158720.7	26.403	141595.8	25.849	72180.3	26.4	73437.9	26.685	29021.8	26.686	33234.5
28.991	308319.6	25.791	1492	27.448	41473.3	27.45	76836.2	26.685	50120.7	26.686	81210.3	26.687	47254.1	26.4	99823.6	26.685	22382	26.912	47223.6	26.914	58106.1
29.101	163362	25.849	54523	27.567	228990.2	27.574	441473	26.912	57760.9	26.912	46373.1	26.914	65674.6	26.685	55449.9	26.912	30974.5	27.453	30893.3	27.456	18852.3
29.458	67692.5	26.398	52463.6	27.644	358262.6	27.651	574409.7	27.45	42196.2	27.45	68511.5	27.453	46302.1	26.912	42702.6	27.453	17247.7	27.573	453536.8	27.574	450053.3
29.552	109922.3	26.684	17971.9	28.988	255331.3	28.991	308319.6	27.568	269296.9	27.567	211501.3	27.573	374750.7	27.45	38305.7	27.567	249468.9	27.65	515501.6	27.644	244029.7
31.47	52237.6	26.911	22039.6	29.1	136390.8	29.101	163362	27.647	457865.1	27.65	554558.9	27.649	432909.8	27.565	146554.6	27.643	311984.9	28.99	306838	28.992	300963
		27.451	6055.1	29.459	69742.5	29.458	67692.5	28.988	241745.7	28.992	334786.1	28.989	260274.1	27.646	441324.4	28.985	151481.6	29.1	139890	29.1	105883.5
		27.565	162820.6	29.553	151274.2	29.552	109922.3	29.099	141564.9	29.105	209766.8	29.103	156940.1	28.99	310599.5	29.098	76292	29.457	43276.3	29.461	73302.3
		27.639	203617.4	31.472	88036.2	31.47	52237.6	29.458	42828.8	29.461	59606.1	29.458	49576.8	29.102	182440	29.458	28007	29.55	59990.4	29.554	72128.4
		28.98	78912.2					29.552	91850.7	29.554	150192	29.552	67203.3	29.455	38079.9	29.549	35312.7	31.468	29655.1	31.471	47030.8
		29.098	46990.3					31.471	40894.4	31.475	129320.9	31.473	42806.5	29.553	119258.9	31.469	17135.6				
		29.453	13679.3											31.473	98089.3						
		29.546	18200.3																		
		31.465	8202.9																		
